domain,policy,scene,run_index,success,planning_length,question_count,query_probability,elapsed_seconds,reward,source_file
wastesorting,all,scene_04,8,True,9.0,12.0,1.3333333333333333,7.6397,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,9,True,9.0,12.0,1.3333333333333333,7.5942,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,10,True,9.0,12.0,1.3333333333333333,7.6181,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,11,True,9.0,12.0,1.3333333333333333,7.5681,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,12,True,9.0,12.0,1.3333333333333333,7.3617,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,13,True,9.0,12.0,1.3333333333333333,7.3958,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,14,True,9.0,12.0,1.3333333333333333,7.4283,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,15,True,9.0,12.0,1.3333333333333333,7.3753,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,16,True,9.0,12.0,1.3333333333333333,7.5248,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,17,True,9.0,12.0,1.3333333333333333,7.3053,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,18,True,9.0,12.0,1.3333333333333333,7.5193,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,19,True,9.0,12.0,1.3333333333333333,7.2502,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,20,True,9.0,12.0,1.3333333333333333,7.5728,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,21,True,9.0,12.0,1.3333333333333333,7.3282,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,22,True,9.0,12.0,1.3333333333333333,7.5332,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,23,True,9.0,12.0,1.3333333333333333,7.2981,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,24,True,9.0,12.0,1.3333333333333333,7.6035,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
